jobtitle,company,domain,skills,salary,location,experience,posteddate,salary_min,salary_max,experience_level,primary_skill,city
Web Developer,HCL,Web Development,"React, Excel, Docker","₹16,00,000 - ₹25,00,000",Mumbai,Entry,2025-02-24,1600000,2500000,Entry,React,Mumbai
Software Developer,Cognizant,Data Science,"Java, AWS, Linux, Docker","₹6,00,000 - ₹9,00,000",Bangalore,Entry,2025-04-12,600000,900000,Entry,Java,Bangalore
Security Analyst,Google,Business Analysis,"SQL, Scala, Python, Java, Docker, Power BI","₹3,00,000 - ₹5,00,000",Bangalore,Senior,2025-02-12,300000,500000,Senior,SQL,Bangalore
Data Engineer,Microsoft,Data Science,"TensorFlow, Python, Linux","₹16,00,000 - ₹25,00,000",Pune,Entry,2025-06-07,1600000,2500000,Entry,TensorFlow,Pune
Web Developer,Accenture,AI Research,"Tableau, Linux, Docker, Scala, React, TensorFlow","₹6,00,000 - ₹9,00,000",Chennai,Entry,2025-11-23,600000,900000,Entry,Tableau,Chennai
DevOps Engineer,Microsoft,Data Science,"Excel, Spark, TensorFlow","₹10,00,000 - ₹15,00,000",Mumbai,Mid,2025-08-05,1000000,1500000,Mid,Excel,Mumbai
Machine Learning Engineer,Accenture,Cybersecurity,"Scala, Tableau, Docker, Excel","₹16,00,000 - ₹25,00,000",Pune,Entry,2025-10-18,1600000,2500000,Entry,Scala,Pune
Cloud Architect,Cognizant,Cybersecurity,"Power BI, Linux, Spark, Kubernetes, Tableau","₹6,00,000 - ₹9,00,000",Kolkata,Entry,2025-11-20,600000,900000,Entry,Power BI,Kolkata
Software Developer,TCS,Cloud Engineering,"Kubernetes, AWS, C++, React","₹16,00,000 - ₹25,00,000",Kolkata,Mid,2025-09-20,1600000,2500000,Mid,Kubernetes,Kolkata
Data Analyst,Microsoft,Machine Learning,"Excel, SQL, Java, TensorFlow, Linux, Python","₹3,00,000 - ₹5,00,000",Delhi,Senior,2025-12-24,300000,500000,Senior,Excel,Delhi
Data Analyst,Google,Cybersecurity,"Python, Tableau, Java, Excel, Linux","₹16,00,000 - ₹25,00,000",Chennai,Entry,2025-02-04,1600000,2500000,Entry,Python,Chennai
Data Analyst,Cognizant,AI Research,"Python, Kubernetes, Spark","₹6,00,000 - ₹9,00,000",Bangalore,Entry,2025-12-08,600000,900000,Entry,Python,Bangalore
Data Analyst,Tech Mahindra,Web Development,"TensorFlow, Excel, Power BI, Docker, Scala, Linux","₹6,00,000 - ₹9,00,000",Mumbai,Senior,2025-08-12,600000,900000,Senior,TensorFlow,Mumbai
Business Analyst,TCS,AI Research,"Linux, TensorFlow, Power BI, C++","₹10,00,000 - ₹15,00,000",Chennai,Entry,2025-11-26,1000000,1500000,Entry,Linux,Chennai
Software Developer,Accenture,Machine Learning,"Scala, C++, Tableau","₹3,00,000 - ₹5,00,000",Chennai,Senior,2025-04-19,300000,500000,Senior,Scala,Chennai
Software Developer,Accenture,Cybersecurity,"AWS, Kubernetes, SQL, Excel, C++, React","₹6,00,000 - ₹9,00,000",Delhi,Entry,2025-06-08,600000,900000,Entry,AWS,Delhi
DevOps Engineer,Tech Mahindra,Cloud Engineering,"Linux, SQL, Tableau, TensorFlow, React","₹10,00,000 - ₹15,00,000",Pune,Mid,2025-12-16,1000000,1500000,Mid,Linux,Pune
Data Engineer,Cognizant,Data Science,"Docker, Tableau, Python, Linux, TensorFlow, C++","₹6,00,000 - ₹9,00,000",Bangalore,Entry,2025-07-18,600000,900000,Entry,Docker,Bangalore
AI Engineer,TCS,Machine Learning,"Power BI, TensorFlow, SQL, React","₹6,00,000 - ₹9,00,000",Bangalore,Mid,2025-08-04,600000,900000,Mid,Power BI,Bangalore
Software Developer,Infosys,Web Development,"TensorFlow, Power BI, Scala, SQL","₹16,00,000 - ₹25,00,000",Mumbai,Entry,2025-12-01,1600000,2500000,Entry,TensorFlow,Mumbai
Data Engineer,TCS,Machine Learning,"Kubernetes, Docker, Scala","₹3,00,000 - ₹5,00,000",Delhi,Mid,2025-01-17,300000,500000,Mid,Kubernetes,Delhi
Cloud Architect,Microsoft,Cloud Engineering,"Docker, SQL, Spark, React, Excel","₹6,00,000 - ₹9,00,000",Mumbai,Senior,2025-05-13,600000,900000,Senior,Docker,Mumbai
DevOps Engineer,Infosys,Cybersecurity,"TensorFlow, Java, Linux, Docker","₹16,00,000 - ₹25,00,000",Delhi,Mid,2025-10-23,1600000,2500000,Mid,TensorFlow,Delhi
Web Developer,Cognizant,Data Science,"Docker, C++, Linux","₹10,00,000 - ₹15,00,000",Coimbatore,Senior,2025-04-21,1000000,1500000,Senior,Docker,Coimbatore
AI Engineer,Tech Mahindra,Machine Learning,"Docker, Scala, TensorFlow, Excel, Python","₹3,00,000 - ₹5,00,000",Hyderabad,Senior,2025-02-13,300000,500000,Senior,Docker,Hyderabad
Data Engineer,Infosys,Cybersecurity,"Kubernetes, Tableau, Excel","₹6,00,000 - ₹9,00,000",Pune,Mid,2025-01-07,600000,900000,Mid,Kubernetes,Pune
Software Developer,Wipro,Software Development,"Tableau, Power BI, TensorFlow, Excel, Scala, C++","₹3,00,000 - ₹5,00,000",Mumbai,Entry,2025-06-23,300000,500000,Entry,Tableau,Mumbai
AI Engineer,Infosys,Machine Learning,"Linux, SQL, Java, Tableau, Spark","₹6,00,000 - ₹9,00,000",Chennai,Entry,2025-08-15,600000,900000,Entry,Linux,Chennai
Machine Learning Engineer,HCL,Cloud Engineering,"Excel, Linux, TensorFlow, Tableau","₹10,00,000 - ₹15,00,000",Delhi,Senior,2025-11-17,1000000,1500000,Senior,Excel,Delhi
Business Analyst,HCL,AI Research,"Java, Docker, Kubernetes","₹3,00,000 - ₹5,00,000",Chennai,Mid,2025-09-03,300000,500000,Mid,Java,Chennai
Data Engineer,Wipro,Data Science,"React, Docker, Power BI, Spark, Tableau, Kubernetes","₹16,00,000 - ₹25,00,000",Delhi,Entry,2025-01-17,1600000,2500000,Entry,React,Delhi
Data Engineer,Cognizant,Cloud Engineering,"Power BI, TensorFlow, React, Linux","₹10,00,000 - ₹15,00,000",Kolkata,Senior,2025-05-16,1000000,1500000,Senior,Power BI,Kolkata
Machine Learning Engineer,Microsoft,Data Science,"TensorFlow, Excel, Docker, Linux, Tableau","₹3,00,000 - ₹5,00,000",Chennai,Senior,2025-01-15,300000,500000,Senior,TensorFlow,Chennai
Security Analyst,Cognizant,Machine Learning,"TensorFlow, Power BI, Kubernetes, React","₹10,00,000 - ₹15,00,000",Bangalore,Entry,2025-02-08,1000000,1500000,Entry,TensorFlow,Bangalore
Data Engineer,TCS,Cloud Engineering,"Power BI, Spark, SQL, Excel, Python","₹16,00,000 - ₹25,00,000",Mumbai,Entry,2025-06-26,1600000,2500000,Entry,Power BI,Mumbai
DevOps Engineer,Microsoft,Data Science,"Java, Spark, C++, AWS, React, Python","₹10,00,000 - ₹15,00,000",Chennai,Mid,2025-01-17,1000000,1500000,Mid,Java,Chennai
Software Developer,Infosys,Cybersecurity,"Spark, C++, Linux, React","₹6,00,000 - ₹9,00,000",Bangalore,Senior,2025-04-25,600000,900000,Senior,Spark,Bangalore
Web Developer,Accenture,Machine Learning,"Docker, TensorFlow, Kubernetes, Java, Scala, SQL","₹16,00,000 - ₹25,00,000",Delhi,Senior,2025-05-03,1600000,2500000,Senior,Docker,Delhi
Business Analyst,HCL,Cloud Engineering,"C++, Java, Spark, Kubernetes, TensorFlow","₹6,00,000 - ₹9,00,000",Hyderabad,Senior,2025-09-22,600000,900000,Senior,C++,Hyderabad
Business Analyst,TCS,Data Science,"Kubernetes, Python, Power BI, Java, Scala, React","₹6,00,000 - ₹9,00,000",Hyderabad,Entry,2025-07-21,600000,900000,Entry,Kubernetes,Hyderabad
Security Analyst,Wipro,Business Analysis,"Tableau, C++, SQL, Java, Excel, Scala","₹10,00,000 - ₹15,00,000",Pune,Mid,2025-09-08,1000000,1500000,Mid,Tableau,Pune
Security Analyst,TCS,Software Development,"Java, Excel, AWS, React, SQL","₹10,00,000 - ₹15,00,000",Kolkata,Entry,2025-03-27,1000000,1500000,Entry,Java,Kolkata
Data Analyst,Google,Cloud Engineering,"Docker, Excel, Linux, AWS, C++, React","₹16,00,000 - ₹25,00,000",Mumbai,Entry,2025-07-14,1600000,2500000,Entry,Docker,Mumbai
Cloud Architect,Amazon,Web Development,"Docker, AWS, TensorFlow, C++, Kubernetes","₹16,00,000 - ₹25,00,000",Delhi,Senior,2025-01-16,1600000,2500000,Senior,Docker,Delhi
AI Engineer,Tech Mahindra,AI Research,"Python, Excel, Power BI, Linux, Scala","₹16,00,000 - ₹25,00,000",Hyderabad,Senior,2025-02-12,1600000,2500000,Senior,Python,Hyderabad
Cloud Architect,Wipro,Web Development,"Power BI, Kubernetes, Docker, AWS","₹3,00,000 - ₹5,00,000",Hyderabad,Senior,2025-05-04,300000,500000,Senior,Power BI,Hyderabad
Data Engineer,Accenture,Cybersecurity,"TensorFlow, AWS, Linux","₹6,00,000 - ₹9,00,000",Delhi,Mid,2025-06-08,600000,900000,Mid,TensorFlow,Delhi
Software Developer,Infosys,Web Development,"TensorFlow, Tableau, Python, AWS, C++, Linux","₹16,00,000 - ₹25,00,000",Chennai,Mid,2025-05-12,1600000,2500000,Mid,TensorFlow,Chennai
DevOps Engineer,Infosys,Business Analysis,"Linux, Java, Spark, Scala","₹10,00,000 - ₹15,00,000",Coimbatore,Mid,2025-09-01,1000000,1500000,Mid,Linux,Coimbatore
Software Developer,Tech Mahindra,AI Research,"Java, Excel, TensorFlow","₹16,00,000 - ₹25,00,000",Kolkata,Mid,2025-06-05,1600000,2500000,Mid,Java,Kolkata
Security Analyst,HCL,Business Analysis,"AWS, Linux, React","₹6,00,000 - ₹9,00,000",Mumbai,Entry,2025-05-23,600000,900000,Entry,AWS,Mumbai
Machine Learning Engineer,Microsoft,Data Science,"Linux, TensorFlow, Spark","₹16,00,000 - ₹25,00,000",Delhi,Entry,2025-08-18,1600000,2500000,Entry,Linux,Delhi
Data Engineer,Amazon,Data Science,"Java, C++, Tableau, AWS","₹10,00,000 - ₹15,00,000",Mumbai,Mid,2025-10-09,1000000,1500000,Mid,Java,Mumbai
Data Analyst,Microsoft,AI Research,"React, Kubernetes, Linux, Tableau, Power BI, Scala","₹16,00,000 - ₹25,00,000",Coimbatore,Senior,2025-07-19,1600000,2500000,Senior,React,Coimbatore
Data Analyst,Infosys,Data Science,"AWS, C++, Power BI, Docker","₹6,00,000 - ₹9,00,000",Pune,Mid,2025-09-03,600000,900000,Mid,AWS,Pune
Business Analyst,Amazon,Web Development,"Java, Scala, Spark, Kubernetes","₹16,00,000 - ₹25,00,000",Pune,Senior,2025-05-08,1600000,2500000,Senior,Java,Pune
DevOps Engineer,Infosys,Software Development,"Power BI, Python, Linux, Docker, Excel","₹3,00,000 - ₹5,00,000",Hyderabad,Entry,2025-07-15,300000,500000,Entry,Power BI,Hyderabad
Data Analyst,HCL,Software Development,"Excel, Python, Scala, C++","₹10,00,000 - ₹15,00,000",Coimbatore,Senior,2025-04-03,1000000,1500000,Senior,Excel,Coimbatore
Data Analyst,TCS,AI Research,"SQL, TensorFlow, Excel, Scala","₹10,00,000 - ₹15,00,000",Hyderabad,Mid,2025-02-07,1000000,1500000,Mid,SQL,Hyderabad
Data Engineer,Wipro,AI Research,"Tableau, Kubernetes, AWS","₹10,00,000 - ₹15,00,000",Mumbai,Mid,2025-08-25,1000000,1500000,Mid,Tableau,Mumbai
Data Analyst,Infosys,Web Development,"TensorFlow, SQL, Python, Excel, Power BI, C++","₹10,00,000 - ₹15,00,000",Chennai,Senior,2025-09-15,1000000,1500000,Senior,TensorFlow,Chennai
Software Developer,Tech Mahindra,Web Development,"Scala, Spark, Kubernetes, AWS","₹3,00,000 - ₹5,00,000",Bangalore,Mid,2025-08-06,300000,500000,Mid,Scala,Bangalore
Cloud Architect,Cognizant,Cloud Engineering,"AWS, Python, Docker, Excel, C++","₹6,00,000 - ₹9,00,000",Kolkata,Senior,2025-12-25,600000,900000,Senior,AWS,Kolkata
Cloud Architect,Cognizant,AI Research,"Tableau, Power BI, Python, Linux, Docker","₹6,00,000 - ₹9,00,000",Pune,Mid,2025-10-02,600000,900000,Mid,Tableau,Pune
Data Analyst,Cognizant,Business Analysis,"Excel, Scala, Java","₹3,00,000 - ₹5,00,000",Mumbai,Senior,2025-02-26,300000,500000,Senior,Excel,Mumbai
Software Developer,Microsoft,Business Analysis,"Spark, Java, Linux","₹3,00,000 - ₹5,00,000",Hyderabad,Mid,2025-02-01,300000,500000,Mid,Spark,Hyderabad
Data Engineer,Infosys,Cloud Engineering,"Scala, React, Linux, C++, Python, Kubernetes","₹16,00,000 - ₹25,00,000",Hyderabad,Senior,2025-06-09,1600000,2500000,Senior,Scala,Hyderabad
Machine Learning Engineer,HCL,Web Development,"Excel, TensorFlow, Scala, React, Linux","₹10,00,000 - ₹15,00,000",Mumbai,Senior,2025-11-21,1000000,1500000,Senior,Excel,Mumbai
Web Developer,Wipro,Web Development,"Java, Docker, Tableau, Python, React, Scala","₹16,00,000 - ₹25,00,000",Chennai,Entry,2025-08-25,1600000,2500000,Entry,Java,Chennai
Data Analyst,Infosys,Web Development,"Kubernetes, React, Docker","₹10,00,000 - ₹15,00,000",Pune,Entry,2025-05-20,1000000,1500000,Entry,Kubernetes,Pune
Data Analyst,Infosys,Business Analysis,"AWS, TensorFlow, SQL, Python, Linux","₹16,00,000 - ₹25,00,000",Delhi,Mid,2025-12-08,1600000,2500000,Mid,AWS,Delhi
Security Analyst,Infosys,AI Research,"Tableau, SQL, Excel, Python, C++","₹10,00,000 - ₹15,00,000",Coimbatore,Mid,2025-02-11,1000000,1500000,Mid,Tableau,Coimbatore
AI Engineer,Amazon,Cybersecurity,"Power BI, TensorFlow, Docker","₹16,00,000 - ₹25,00,000",Bangalore,Mid,2025-04-04,1600000,2500000,Mid,Power BI,Bangalore
DevOps Engineer,Amazon,Machine Learning,"Spark, C++, Java, Power BI, Kubernetes","₹16,00,000 - ₹25,00,000",Mumbai,Senior,2025-09-18,1600000,2500000,Senior,Spark,Mumbai
DevOps Engineer,Wipro,Data Science,"Tableau, Scala, Linux, Spark, Python, C++","₹6,00,000 - ₹9,00,000",Chennai,Entry,2025-09-13,600000,900000,Entry,Tableau,Chennai
DevOps Engineer,Amazon,Data Science,"Python, Docker, Scala, AWS, Linux, Kubernetes","₹6,00,000 - ₹9,00,000",Delhi,Mid,2025-02-22,600000,900000,Mid,Python,Delhi
Security Analyst,Infosys,AI Research,"Java, Python, Excel, Kubernetes, Docker, Power BI","₹6,00,000 - ₹9,00,000",Hyderabad,Mid,2025-01-28,600000,900000,Mid,Java,Hyderabad
Web Developer,TCS,Data Science,"React, AWS, Tableau, C++","₹6,00,000 - ₹9,00,000",Kolkata,Senior,2025-01-13,600000,900000,Senior,React,Kolkata
Cloud Architect,Infosys,Software Development,"Java, TensorFlow, Scala","₹3,00,000 - ₹5,00,000",Hyderabad,Mid,2025-11-10,300000,500000,Mid,Java,Hyderabad
Security Analyst,Amazon,Web Development,"Tableau, TensorFlow, Java, Power BI, Scala","₹6,00,000 - ₹9,00,000",Bangalore,Senior,2025-08-08,600000,900000,Senior,Tableau,Bangalore
Web Developer,HCL,Cybersecurity,"React, Power BI, SQL, AWS","₹10,00,000 - ₹15,00,000",Bangalore,Senior,2025-07-07,1000000,1500000,Senior,React,Bangalore
Data Engineer,Wipro,AI Research,"Power BI, Docker, Python, Excel, Tableau","₹3,00,000 - ₹5,00,000",Kolkata,Entry,2025-10-26,300000,500000,Entry,Power BI,Kolkata
Software Developer,Microsoft,Data Science,"React, Linux, TensorFlow, Kubernetes, Java","₹3,00,000 - ₹5,00,000",Kolkata,Entry,2025-02-03,300000,500000,Entry,React,Kolkata
AI Engineer,Amazon,Cybersecurity,"Java, Linux, TensorFlow, Excel, SQL","₹16,00,000 - ₹25,00,000",Hyderabad,Senior,2025-07-26,1600000,2500000,Senior,Java,Hyderabad
Web Developer,TCS,Web Development,"Spark, Tableau, SQL","₹10,00,000 - ₹15,00,000",Coimbatore,Senior,2025-09-19,1000000,1500000,Senior,Spark,Coimbatore
AI Engineer,Tech Mahindra,Cloud Engineering,"C++, Python, Spark, Kubernetes, AWS","₹16,00,000 - ₹25,00,000",Delhi,Mid,2025-10-19,1600000,2500000,Mid,C++,Delhi
Cloud Architect,Wipro,Data Science,"Python, AWS, C++, Docker","₹10,00,000 - ₹15,00,000",Delhi,Mid,2025-09-23,1000000,1500000,Mid,Python,Delhi
Cloud Architect,Amazon,Cybersecurity,"Spark, SQL, Docker, Python","₹3,00,000 - ₹5,00,000",Bangalore,Mid,2025-07-14,300000,500000,Mid,Spark,Bangalore
AI Engineer,Infosys,Cloud Engineering,"Python, Scala, TensorFlow","₹3,00,000 - ₹5,00,000",Chennai,Senior,2025-04-01,300000,500000,Senior,Python,Chennai
Machine Learning Engineer,Google,AI Research,"TensorFlow, C++, Python, Kubernetes, Java, Docker","₹6,00,000 - ₹9,00,000",Coimbatore,Senior,2025-01-25,600000,900000,Senior,TensorFlow,Coimbatore
Machine Learning Engineer,Wipro,AI Research,"Kubernetes, Scala, React, Spark, AWS","₹3,00,000 - ₹5,00,000",Pune,Mid,2025-12-17,300000,500000,Mid,Kubernetes,Pune
Machine Learning Engineer,Wipro,Web Development,"Java, Scala, React, Linux","₹6,00,000 - ₹9,00,000",Pune,Senior,2025-11-11,600000,900000,Senior,Java,Pune
DevOps Engineer,Google,Software Development,"React, SQL, Java, Linux, Kubernetes","₹3,00,000 - ₹5,00,000",Mumbai,Senior,2025-02-20,300000,500000,Senior,React,Mumbai
Cloud Architect,HCL,Cybersecurity,"TensorFlow, Kubernetes, Spark, Docker","₹16,00,000 - ₹25,00,000",Pune,Senior,2025-02-19,1600000,2500000,Senior,TensorFlow,Pune
AI Engineer,Google,AI Research,"Scala, TensorFlow, React, Spark, Python","₹3,00,000 - ₹5,00,000",Delhi,Mid,2025-04-20,300000,500000,Mid,Scala,Delhi
Cloud Architect,Tech Mahindra,Cybersecurity,"AWS, TensorFlow, React, Scala","₹3,00,000 - ₹5,00,000",Pune,Entry,2025-10-25,300000,500000,Entry,AWS,Pune
Business Analyst,Wipro,Cybersecurity,"Linux, Excel, Spark, Power BI, SQL","₹16,00,000 - ₹25,00,000",Hyderabad,Entry,2025-03-27,1600000,2500000,Entry,Linux,Hyderabad
AI Engineer,HCL,AI Research,"Python, Tableau, React, Linux, Scala","₹10,00,000 - ₹15,00,000",Coimbatore,Mid,2025-04-21,1000000,1500000,Mid,Python,Coimbatore
Cloud Architect,Cognizant,Cybersecurity,"Linux, SQL, Docker, Tableau, Python","₹6,00,000 - ₹9,00,000",Delhi,Senior,2025-09-08,600000,900000,Senior,Linux,Delhi
Web Developer,Tech Mahindra,Business Analysis,"Tableau, React, Spark, AWS, Scala","₹10,00,000 - ₹15,00,000",Hyderabad,Mid,2025-10-21,1000000,1500000,Mid,Tableau,Hyderabad
AI Engineer,Accenture,Software Development,"Python, TensorFlow, Kubernetes, Tableau","₹16,00,000 - ₹25,00,000",Pune,Senior,2025-07-22,1600000,2500000,Senior,Python,Pune
Web Developer,HCL,Web Development,"React, Power BI, Linux","₹16,00,000 - ₹25,00,000",Kolkata,Mid,2025-01-12,1600000,2500000,Mid,React,Kolkata
Software Developer,Cognizant,Web Development,"Power BI, AWS, Tableau, Spark, TensorFlow","₹10,00,000 - ₹15,00,000",Coimbatore,Senior,2025-06-02,1000000,1500000,Senior,Power BI,Coimbatore
Data Engineer,TCS,Web Development,"React, Docker, Scala, C++, Spark","₹16,00,000 - ₹25,00,000",Pune,Entry,2025-01-24,1600000,2500000,Entry,React,Pune
DevOps Engineer,Google,AI Research,"Python, C++, Spark, Excel","₹6,00,000 - ₹9,00,000",Kolkata,Senior,2025-05-27,600000,900000,Senior,Python,Kolkata
Business Analyst,Tech Mahindra,Cybersecurity,"Java, Python, SQL, Docker, React, Linux","₹6,00,000 - ₹9,00,000",Bangalore,Entry,2025-03-10,600000,900000,Entry,Java,Bangalore
Security Analyst,Cognizant,Machine Learning,"AWS, Tableau, Scala, Excel","₹6,00,000 - ₹9,00,000",Delhi,Entry,2025-04-04,600000,900000,Entry,AWS,Delhi
AI Engineer,Tech Mahindra,Data Science,"React, Excel, Linux, Kubernetes, Java","₹16,00,000 - ₹25,00,000",Mumbai,Senior,2025-03-23,1600000,2500000,Senior,React,Mumbai
Machine Learning Engineer,Accenture,Data Science,"Excel, Tableau, Power BI, C++, React","₹10,00,000 - ₹15,00,000",Bangalore,Entry,2025-09-28,1000000,1500000,Entry,Excel,Bangalore
AI Engineer,Microsoft,Data Science,"Kubernetes, Scala, React, TensorFlow","₹6,00,000 - ₹9,00,000",Mumbai,Entry,2025-03-23,600000,900000,Entry,Kubernetes,Mumbai
Business Analyst,Tech Mahindra,Machine Learning,"TensorFlow, Docker, C++, Scala","₹6,00,000 - ₹9,00,000",Delhi,Senior,2025-03-07,600000,900000,Senior,TensorFlow,Delhi
Software Developer,TCS,Web Development,"Python, Power BI, SQL, Linux, Excel, AWS","₹10,00,000 - ₹15,00,000",Mumbai,Senior,2025-02-02,1000000,1500000,Senior,Python,Mumbai
Data Analyst,TCS,Cybersecurity,"Docker, C++, Spark","₹3,00,000 - ₹5,00,000",Coimbatore,Entry,2025-06-06,300000,500000,Entry,Docker,Coimbatore
DevOps Engineer,HCL,Data Science,"TensorFlow, Tableau, Java, Kubernetes","₹6,00,000 - ₹9,00,000",Hyderabad,Senior,2025-06-12,600000,900000,Senior,TensorFlow,Hyderabad
Machine Learning Engineer,Accenture,Business Analysis,"Kubernetes, Java, Excel, Scala","₹10,00,000 - ₹15,00,000",Pune,Senior,2025-10-26,1000000,1500000,Senior,Kubernetes,Pune
Machine Learning Engineer,Accenture,AI Research,"TensorFlow, C++, SQL, Scala, Power BI, Java","₹6,00,000 - ₹9,00,000",Coimbatore,Senior,2025-11-19,600000,900000,Senior,TensorFlow,Coimbatore
Web Developer,TCS,Data Science,"SQL, Excel, Docker, Scala, Java","₹3,00,000 - ₹5,00,000",Delhi,Senior,2025-10-10,300000,500000,Senior,SQL,Delhi
Web Developer,Wipro,Web Development,"AWS, Excel, Docker, Python, Kubernetes","₹16,00,000 - ₹25,00,000",Hyderabad,Entry,2025-08-20,1600000,2500000,Entry,AWS,Hyderabad
Data Engineer,Amazon,Business Analysis,"Excel, Scala, Power BI, TensorFlow","₹3,00,000 - ₹5,00,000",Kolkata,Mid,2025-08-10,300000,500000,Mid,Excel,Kolkata
Web Developer,Tech Mahindra,Software Development,"Tableau, Spark, Linux, C++, TensorFlow, Scala","₹16,00,000 - ₹25,00,000",Chennai,Mid,2025-04-10,1600000,2500000,Mid,Tableau,Chennai
Business Analyst,TCS,AI Research,"TensorFlow, Scala, SQL, React","₹6,00,000 - ₹9,00,000",Delhi,Senior,2025-02-17,600000,900000,Senior,TensorFlow,Delhi
Web Developer,Tech Mahindra,Business Analysis,"Scala, Tableau, Excel","₹3,00,000 - ₹5,00,000",Delhi,Senior,2025-01-10,300000,500000,Senior,Scala,Delhi
Machine Learning Engineer,Amazon,Cloud Engineering,"AWS, Tableau, Scala, Excel","₹10,00,000 - ₹15,00,000",Mumbai,Senior,2025-10-03,1000000,1500000,Senior,AWS,Mumbai
Web Developer,HCL,Cloud Engineering,"Docker, Java, Scala, Excel, Python","₹6,00,000 - ₹9,00,000",Delhi,Mid,2025-03-21,600000,900000,Mid,Docker,Delhi
Data Engineer,Wipro,Web Development,"TensorFlow, C++, React, Power BI, Tableau, Kubernetes","₹10,00,000 - ₹15,00,000",Bangalore,Mid,2025-04-14,1000000,1500000,Mid,TensorFlow,Bangalore
Software Developer,Wipro,Cybersecurity,"Linux, Spark, AWS, C++, Excel, Kubernetes","₹10,00,000 - ₹15,00,000",Hyderabad,Entry,2025-02-21,1000000,1500000,Entry,Linux,Hyderabad
Security Analyst,Amazon,Data Science,"AWS, Docker, Python, Kubernetes, Scala, Power BI","₹16,00,000 - ₹25,00,000",Kolkata,Senior,2025-12-05,1600000,2500000,Senior,AWS,Kolkata
Machine Learning Engineer,Cognizant,Business Analysis,"TensorFlow, Java, Spark, AWS","₹6,00,000 - ₹9,00,000",Mumbai,Mid,2025-02-27,600000,900000,Mid,TensorFlow,Mumbai
Security Analyst,Amazon,Cloud Engineering,"Kubernetes, Tableau, Java, AWS, C++","₹16,00,000 - ₹25,00,000",Chennai,Entry,2025-04-18,1600000,2500000,Entry,Kubernetes,Chennai
Web Developer,Accenture,Cybersecurity,"Scala, Kubernetes, Excel","₹16,00,000 - ₹25,00,000",Delhi,Senior,2025-11-23,1600000,2500000,Senior,Scala,Delhi
DevOps Engineer,Infosys,Cloud Engineering,"Tableau, Scala, SQL, TensorFlow, Excel, Spark","₹16,00,000 - ₹25,00,000",Chennai,Senior,2025-10-28,1600000,2500000,Senior,Tableau,Chennai
Data Analyst,Amazon,Cloud Engineering,"Spark, Python, Scala, Power BI, Java","₹10,00,000 - ₹15,00,000",Delhi,Mid,2025-08-21,1000000,1500000,Mid,Spark,Delhi
Data Engineer,Microsoft,Cloud Engineering,"AWS, Excel, Spark, Docker, SQL, Kubernetes","₹16,00,000 - ₹25,00,000",Kolkata,Entry,2025-11-15,1600000,2500000,Entry,AWS,Kolkata
AI Engineer,Wipro,Cloud Engineering,"Java, Python, Power BI, Excel","₹16,00,000 - ₹25,00,000",Hyderabad,Entry,2025-09-13,1600000,2500000,Entry,Java,Hyderabad
Software Developer,Infosys,Cybersecurity,"Linux, C++, TensorFlow","₹3,00,000 - ₹5,00,000",Bangalore,Entry,2025-10-25,300000,500000,Entry,Linux,Bangalore
Data Analyst,Microsoft,Web Development,"Spark, Tableau, TensorFlow, SQL, React, Linux","₹10,00,000 - ₹15,00,000",Chennai,Entry,2025-05-22,1000000,1500000,Entry,Spark,Chennai
DevOps Engineer,Amazon,Machine Learning,"Scala, Tableau, Power BI, TensorFlow, Docker","₹10,00,000 - ₹15,00,000",Kolkata,Senior,2025-02-22,1000000,1500000,Senior,Scala,Kolkata
Web Developer,TCS,Software Development,"Scala, Docker, React, Kubernetes, Excel, SQL","₹10,00,000 - ₹15,00,000",Hyderabad,Senior,2025-07-12,1000000,1500000,Senior,Scala,Hyderabad
Software Developer,Wipro,Web Development,"Power BI, SQL, Tableau, React, Java, Kubernetes","₹6,00,000 - ₹9,00,000",Mumbai,Entry,2025-09-03,600000,900000,Entry,Power BI,Mumbai
DevOps Engineer,Wipro,Software Development,"Java, C++, TensorFlow, Kubernetes","₹10,00,000 - ₹15,00,000",Mumbai,Mid,2025-12-22,1000000,1500000,Mid,Java,Mumbai
Data Analyst,Microsoft,Data Science,"Scala, Linux, Docker, Tableau, React, AWS","₹16,00,000 - ₹25,00,000",Bangalore,Mid,2025-07-12,1600000,2500000,Mid,Scala,Bangalore
Cloud Architect,TCS,Software Development,"Excel, Linux, Tableau, TensorFlow, C++","₹6,00,000 - ₹9,00,000",Kolkata,Senior,2025-05-06,600000,900000,Senior,Excel,Kolkata
Data Engineer,Amazon,Cloud Engineering,"Power BI, SQL, Java, Spark, C++","₹16,00,000 - ₹25,00,000",Kolkata,Mid,2025-10-03,1600000,2500000,Mid,Power BI,Kolkata
Web Developer,Amazon,AI Research,"Linux, C++, SQL","₹3,00,000 - ₹5,00,000",Kolkata,Entry,2025-08-22,300000,500000,Entry,Linux,Kolkata
AI Engineer,Amazon,Cybersecurity,"Spark, Tableau, SQL, TensorFlow","₹6,00,000 - ₹9,00,000",Chennai,Entry,2025-01-10,600000,900000,Entry,Spark,Chennai
Cloud Architect,HCL,Data Science,"Kubernetes, Power BI, Linux, Spark, Java","₹10,00,000 - ₹15,00,000",Coimbatore,Mid,2025-01-06,1000000,1500000,Mid,Kubernetes,Coimbatore
